comments,classe
"@KarinaFromField Tú eres mi perra, ¿yo qué culpa?",1
"@DonniPuppo JAJJAJAJ cállate perra , me lo dijo por otra cosa no x eso",1
La policía británica permitió la violación de 1.000 niñas pobres por parte de árabes https://t.co/2uRICNLjO9 via @laotracara_co,1
"@rubenssambueza eres una basura de persona, lo cual no me sorprende porque eres SUDACA, y asi son los tercermundistas",1
Callate por zorra le dice Damián jajajaja,1
"Teñida del orto me dice el cara de artesanía prehispánica. Seguís siendo sudaca amigo, por algo no podes irte a tu alemania natal. https://t.co/zJQwgOL4Xp",1
"-¿Aquí es la oficina de atención contra el racismo? -Claro que sí, pásele pinche indio prieto sarrapastrozo ahorita lo atendemos, primero que pase el güero.",1
@BoffeGoals CALLATE QUE MAÑANA NOS VEMOS PERRA,1
pero callate puta no nos vemos hace meses y ahora que me voy me querés ver ME CAES MAL AGUSTINA https://t.co/PnQkCwktmY,1
¿Esto podría explicar el brutismo caribeño y el subsahariano? ¿Habrá correlación?  Extreme heat linked with reduced cognitive performance among young adults in non-air-conditioned buildings: https://t.co/hRcb6n7jHQ,1
Porque las mujeres ven las peliculas porno enteras? -Porque se creen que al final se van a casar o algo.,1
"@ClaMoralesM No nos confundamos, muchas mujeres posan de victimas de acoso solo con una mirada, ridículas; ¿estas se habrán comparado con lo que sufrieron las guerrilleras en las Farc por ejemplo?",1
@delockkke Cállate puta Katy Perri de los xiniyos (y nunca mejor dicho),1
@Micaela2907 JAJAJAJAJAJA callate Mica zorra,1
"@NickAsio1 como estáis tan evolucionados culturalmente le recordais a cualquiera cuales son las normas cívicas. Españoles, negros y árabes sin excepcion, yo no he visto españoles poniendo pies en asientos. Negros y árabes bastantes.",1
"@PSOE y @ahorapodemos están deseosos de ayudar a los moromierdas que llegan en oleadas a violar todas las mujeres y niños que puedan. Y oye, si se legaliza mejor, ¿eh @sanchezcastejon @ManuelaCarmena ? EL PROBLEMA ES QUE ESTO NUNCA LES PASA A SUS HIJOS Y NIETOS. LASTIMA! https://t.co/Ro8kL0MNPM",1
ODIAME ERO AL MIRARTE A UN ESPEJO RECUERDA YO SOY AGIL Y ATRACTIVA TU ERES UNA PUTA CERDA😁😁😁,1
"Hablemos de la paliza al turista americano por manteros subsaharianos , esos que entran echando cal viva a la guardia civil  ... no mejor volvemos a lo de Franco que fue muy malo y evitó muchas checas y gulags si no llega a levantarse en esa anárquica España #l6nveranofranco",1
@YazElias Callate que vos ni rollos tienes che puta,1
"En este país, lo que hay que hacer de una puñetera vez, es que todo ilegal (sin papeles) sea deportado a su país de una vez. Ya vale de tanto buenismo y ayudas a inmigrantes antes que a los propios Españoles. https://t.co/yqWoWe40ae",1
"Llegarán en masa a Cartagena. De nosotros y nuestros gobernantes depende dar con la verdadera solución natural, los #camposdeautogestión de refugiados https://t.co/DP4JEeYl13 o dar paso a una invasión en toda regla en nuestras calles y la confrontación social de extremistas https://t.co/2cabgB9aTn",1
La zorra se queda callada porque sabe que mi combo es puro power 🔥,1
@suicideroom22 Cállate que la que clava el visto sos vos Zorra 💔,1
"No son subsaharianos, son Negros. Que yo sepa, Sudán y Níger están en el Sáhara. #FronterasSeguras",1
@lopezdoriga @dparamooficial Cállate zorra priista,1
"""Transparencia Venezuela Cuando un indocumentado pasa de reposero y chocador de autobuses del metro a """"manejar"""" la política económica del país que hugo chávez ya había destruido, tenemos el resultado de la Vzla completamente destruida.""",1
"Ultra pendeja este ciudadano común, teatro le bajo pelotudis, esposelo y 6 horas al calabozo..   Vago indocumentado... https://t.co/MhD226N2rT",1
"""Reino Unido cero cristianos entre los 1,112 sirios """"refugiados"""" reubicados en esd pais en lo que va de año, en 2017 solo reibicaron a 11. Una clara predisposición a favor de supremacistas fundamentalistas islámicos. Absurdo y suicida. https://t.co/LrqIvXerYX""",1
¡BUENO Y TU ERES UNA PUTA ARRASTRADA! Laidy Gómez cargó contra Guanipa y lo tachó de 'divisionista' https://t.co/oWWzD7N17m vía @maduradascom,1
cuando no tengo a nico mi novia es mi perra https://t.co/29fdEJWVjN,1
"Estoy FLIPANDO. Le estaba diciendo a este chico que mi padre pegaba e insultaba a mi madre, que tiene dos denuncias por violencia de género y órdenes de alejamiento y se puso a decirme que él jamás pensaría que la mujer tiene razón, que si eso me pasó a mí es porque soy árabe https://t.co/JERLbuZynK",1
"No puedo con lo que dice la canción de ‘que perra mi amiga’: y tú eres perra, ládrame 😂",1
@FakuuFlores No todos tenemos tus mañas zorra,1
@heavenskarIa Deja de provocarme maldita perra,1
"Pregunta para la izquierda. Esta es para nota.  Si abrimos las fronteras indiscriminadamente y sin control, y un inmigrante agrede a una mujer, inmigrante también, con la que está en una relación sentimental, ¿cómo se le localiza para citarle a juicio después de la agresión?",1
"Que cuza antes la calle, una mujer inteligente o una tortuga vieja? Una tortuga vieja porque las mujeres inteligentes no existen ...",1
"@Arthur_Zh69 CÓMO QUE TE FOLLAS A UNA PERRA Y OLVIDAS SU NOMBRE:0 Sí, bebé, me gusta mucho tu inglés, podrías enseñarme un poco",1
"Mierda,mierda y solo mierda viene de África, único sitio para recoger, toda esa basura, musulmono africana. https://t.co/ZLdMfxbjzk",1
"Cállate puta, zorra, borracha, drogadictaaa.",1
"@MartuPerez_ O el de los flacos cuando te vienen a decir de todo, o sea, si tu novia es una zorra problema de ustedes no mio...",1
@valerynimala @ESPNmx @futpicante @Chivas Callate puta,1
@MaiiiiraIb 😱 noo callate perra que estoy buscando algo para poder dormir jajaj,1
"""Uno de los refugiados del Aquarius: """"Me obligaron a violar a menores y animales durante meses"""" (Al final los más racistas y esclavistas son otros africanos. Por eso hay que solucionar el problema un situ. Si no las mafias ganan)  https://t.co/IQLcfBOY7m vía @elmundoes""",1
Hay racismo cuando no creen que soy su hermana porque soy güera @unpentagono @medicenlore https://t.co/9iHeSpHOIi,1
Si lo que esta sosa busca es provocar lo consigue. Es muy zorra. https://t.co/OrRBTkNkcb,1
@BreenDLP @ChumelTorres @Juandedios_P @KimberlyLoaiza_ Cállate Perra mal parida de Juan y kim no hables😠😡😡,1
"Lo primero que hace Sanchez dar mas cobertura y mas medidas a la inmigración ilegal, enseñanza en árabe bajada del tiempopara nacionalizarse mirar a otro lado con los cada dia mas agresivos manteros etc.",1
Los que asaltaron la valla de Ceuta con lanza-Llamas y con cal viva  ¿ También son victimas https://t.co/RQV4c6TkIQ,1
"La mina también bastante puta. Onda, la que esta de novia es ella no el 🙆🙆 https://t.co/cBYGWb6nty",1
Hola soy TraedRuffles tu novia es una puta me acabo de pasar el Tekken con Casemiro reídme las gracias por favor,1
"Desbloqueme, dale zorrita. Sabes por qué te cagué a palo? Por puta, te merecías la cagada a palo' Lo que uno tiene que escuchar en la calle",1
"*tells my grandma me and Daniel are fighting “ayyyyy pobrecito mi hijo, tú eres la perra desgraciada” https://t.co/7cDzbuouGO",1
@_brisayanet te lo mereces x no bailar conmigo ayer pedazo fe puta,1
@ChrisPortvgal No! puedes con ese papel para ser SANTANA se requiere ser una PERRA!! desde nacimiento y tu eres demasiado Quinn Fabray es decir mosquita muerta. 😘 https://t.co/n7fjVtswRZ,1
"REFUGIADOS SI, INMIGRANTES LOS NECESARIOS Y LOS QUE REALMENTE PODAMOS ATENDER, pienso que España sólo debería acoger y de una forma ordenada a inmigrantes latinoamericanos de habla española, cristianos, que... https://t.co/mo1PM2oR2l",1
@Raviolsquad callate se me ve perfecta perra,1
"@SrtoAdriGH abusaba de él, es una zorra merecía morir.",1
Campo de Refugiados en ESPAÑA 🇪🇸 Q gobierno tendrá Los Santos Cohones de poner fin SÍ o SÍ a este despropósito? #campoderefugiados #españa https://t.co/ejGcKANZrz,1
"Todos los pueblos! TODOS!! Tienen Dcho a la LIBREDETERMINACIÓN ! Que a estas alturas, tenga que aguantar a un Chileno indocumentado que,  viniendo de donde viene, pretende negarme mi legítimo Dcho a la LIBREDETERMINACIÓN, es el ACABOSE! El colonialismo de proximidad tb se acaba",1
@Victor_EstradaG señor presidente me robaron los tapones de mi auto. A las afueras de suburbano de lechería.  Llegué entre 9:30 pm y había combis y el indocumentado de labios prominentes. El cual ya he visto como roba autopartes y las patrullas no hacen nada. Hoy me tocó a mí,1
"Odiame pero al mirarte a un espejo recuerda: yo soy agil y atractivo, tú eres una puta cerda Y es que tienes tanta tonteria y tienes tanta maldad, que en algun sitio de tu cuerpo se tiene que acumular",1
#AñoNuevoEnCombate zorra callateeedd 😡😡😡😡😡👿👿👿👿👿👿👿😛😛😛😛😛😺😺😺😺😺😺,1
@bebesymas Pelotuda deberiar juzgarte x abandononde persona. Hija de puta no mereces tener hijos. Ojala sigas siendo una gorda pedorra,1
DEJA DE TUITEAR HIJA DE PUTA ESCUCHA LOS ARGUMENTOS QUE LUEGO TE VAS A QUEDAR CALLADA FUJIMIERDA DEL CARAJO https://t.co/np9RAv5auI,1
@SoyDas117 @LuckasDroiidYT1 @BrandonGaming6 @LlinxaYT Y tu eres mi esposa ve a la cocina zorra >:v,1
"me puse un vestido con escote y mi mama dizque preciso hoy le da por vestirse como zorra jajsjajs tan linda ella, como siempre",1
"""La """"marcha negra"""" acelera el paso: más de 40.000 subsaharianos esperan en Marruecos para entrar ilegalmente en España https://t.co/0MHGJNwJoz  ¡¡ Okupa Monclovita,...¿Ya tienes pensado donde cobijar a toda esta gente...?Prepara barracas en Moncloa, creo que hay terreno...!!""",1
ajsjsjdks mi mamá me vino a enseñar su delineador y yo que perra que perra que perra mi amiga y se ENOJÓ wtf gabriela es buen plan,1
"""Solo los putos chairos ignorantes y los sudacas resentidos pueden idolatrar a un personaje tan deleznable.  """"Ez el inperio yanki kiere el petrolio de Venezuela""""""",1
Te amamos pinche güero de mierda! https://t.co/K3ad6e5Bhv,1
Mami puso una emisora con canción árabe y siento que en cualquier momento vamos a explotar.💣,1
"-Le he comprado un collar a mi esposa. +Coño, pues yo todavía la tengo suelta.",1
Os acordais de cuando decian los del lacito que preferian inmigrantes subsaharianos antes que españoles? Pues ala deseo concedido... Ya teneis barcelona plagada de manteros,1
@PabloTinoco Cállate perra y ven a calentarme que hace frío. PD. Te extraño.,1
Esto es lo que la ONU/UNION EUROPEA/VATICANO/COMUNISTAS/SOCIALISTAS/PROGRES/NWO llevan de Africa a Europa...👇👇👇 Un inmigrante nigeriano mata y descuartiza a una joven italiana de 18 años. https://t.co/EaxYjwSsLt,1
"l #InformateEnHolaChile LOS RESEPONSABLES DEL INGRESO AL PAIS DE TANTOS INMIGRANTES DEBEN HACERSE CARGO DEL LOS PROBLEMAS DE SALUD DE ELLOS PORQUE ACTUALMENTE HAN VENIDO A AUMENTAR EL GRAVE PROBLEMA DE ATENCION MEDICA DE  CHILENOS ,OCUPANDO LAS POCAS HORAS DE ATENCION Y RECURSOS",1
"Cuantos operarios hacen falta para limpiar una cocina? Ninguno, eso es cosa de mujeres. #CállateYfriega",1
@CandeCent Ute tranquila mí amiga me oio? Si querés que no te joda la vida te quedas callada perra hijaeputa y pásame el abon candesita! Cuale son tus cosquillas nene,1
"#españaesuna #stopUE #stopLGTB Los inmigrantes en hostales, a pensión completa, y los españoles durmiendo en el coche https://t.co/rMtZA7ods9",1
@DIOSAYT @unaineira_04 @A_S_B_L_A_C_K Cállate perra,1
@CRDecoracion si a mi me dicen mardita hubiese dicho 'yo si mi amor' como una real perra pero tu eres nula así que te prestare mi tarjeta para que te compres una personalidad,1
@tromepe Tú eres la malagua celulitica puta barata https://t.co/tjDXyEKLzu,1
@maricucha568 @TRICICLODELPERU @roxcanedo Tu eres puta..tienes maridos seguro,1
@infobae CALLATE PUTA CHORRA ASESINA TRAIDORA A LA ´PATRIA,1
@Everfetts Cállate y respóndeme perra,1
"No hay suficientes médicos españoles aqui en españa, que tienen que venir sudacas aquí a trabajar manda cojones..",1
@pprecuero @EdGrimaldo Ni tas trabajando perra callate.,1
Y tú eres una perra como dice Joss Stone https://t.co/cDRan4DaSa,1
Y tu eres perra?,1
"Putos moros que vienen de fuera a quitarnos el trabajo a los ESPAÑOLES.  Ahora di que eres inmigrante a ver si encuentras trabajo. Y si lo encuentras te explotará algún soplapollas, pero eso si, español.",1
@greedyaja no u callate cono perra yana,1
@__wangpuppy Que voy yo y te pego con un pene en la cara cabrona,1
harassand Pepe querido no te merecías el maltrato de esta puta… https://t.co/PupvavRFpF,1
¿Sabes lo que va a pasar? Yo lo veo muy claro. Pagaremos el pato los de abajo. Como sardinas de lata en la seguridad social. Las ayudas y becas colapsadas. Los manteros competencia desleal. Ya no tendremos sitio ni para recoger en las basuras.  https://t.co/MhFFHLYOIU,1
"A mí esto de que los ilegales subsaharianos se beban cubatas con mi dinero, no me acaba de convencer",1
"La queja del hombre y de la mujer es universal y del mismo tipo, pero la de la mujer es más notable y se la tilda de puta resentida.",1
Falta que aparezca puta publicando 'feliz día de Reyes' y suba una foto enseñando el culo.,1
"Por que las mujeres tienen cuatro labios: los dos de arriba para decir tonterias y los dos de abajo, para arreglarlas",1
@ikigaiguitar CÁLLATE PUTA YA VAS A VENIR POR MI CONOCIMIENTO EN PEDAGOGÍA,1
Italia: Una mujer evita con gas pimienta un intento de agresión sexual de un inmigrante ilegal nigeriano en la estación de tren de Milán. Esta es la realidad de la inmigración ilegal. https://t.co/YybrILTiRk,1
@_Gxbxh @Dianbanana_ perra estupida ahora tu eres la gorda,1
"""QUE ASCO VER LA @LIGABancomerMX  SIN """"TRAPOS"""", CON ESTADIOS VACÍOS Y EQUIPOS LLENOS DE SUDACAS PETARDOS.....""",1
"Va una mujer tonta, valga la redundancia.",1
"En Mierditerráneo Digital andan un poco obsesionados con las violaciones. Las ficticias. Denunciar que un GC y un militar violaron a una cría de 18 años no queda muy patriota... Gays y un marroquí. ¿Serán gays negros, sudacas o moros? https://t.co/vyb7wrsJbw",1
"""NO huyen de ninguna guerra, cuando huyes de una guerra no vuelves a tu país de """"vacaciones"""" con las ayudas del estado español. Pero que no es nada nuevo, casi la totalidad de las mujeres """"sirias"""" llevan velo cuando Siria es un país cristiano. https://t.co/HzzS2bDlO4""",1
@THXCORPSE @alxksxndrx Cállate puta,1
"@AngelZanella CÁLLATE NADIE TE PREGUNTO, PERRA",1
La unica diferencia es que a ella si le importan las cosas y tu eres una PUTA,1
"@StayStrong2476 @SasuDep @Dellafuente_ tu que eres la comepollas groupie de dellafuente o que, callate la puta boca ya simio",1
En un descuido y los güeros estén detrás de todo esto! https://t.co/p8IiBPxtHd,1
Y los españoles que no tienen dinero ni trabajo a dormir bajo puentes o en cajeros estamos guilipollas perdidos o que nos pasa primero ayudar a que no allá indigentes dandoles las mismas oportunidades que a los inmigrantes y cuando no hayan españoles en apuros ayudar a inmigrante https://t.co/Xxb1L522XM,1
@MRMaureraVen ¿Para que me sigues maldita chavista hija de puta? Sal de mi TL perra asquerosa. Tu eres culpable de la desgracia de Venezuela. Mil veces maldita tu y toda tu generacion,1
"Tu pinche voz de mustia me hace emputar aún más, cállate puta.",1
En verdad yo no se porque tu eres así... DE UNA PUTA ME ENAMORE,1
@mangelrogel Cállate puta etiqueta dejamos a nosotros los mortales y ve a jugar con tus números...,1
¿En que se parecen las mujeres y las polillas? En que unas comen tela y las otras te la comen. #EnTuJeta,1
"Me maman esos casos en los que el hombre es el enculado y la mujer es bien perra, es como ver el otro lado de la moneda 🤔",1
"""Un gringo me dijo que le gustaba mi vestido y mi papá me dijo """"pinche güero puto"""" JAJAJAJAJAJJAJAJAA""",1
esque zorra callate y no opines plis,1
@bevavera @pcbestt Callate puta hdp coño de tu madre maldita enchufada sopla con don perra oportunistas Amarillistas de mierda maldita aquí mueren siento de personas diario hdp. Pues claro Q nesesitamos una intervencion rata de mierda,1
"Y tú eres perra, ladrame JAJAJAJAJAJAJAJAJAAJJAJAJA",1
Pero si son árabes chaval si ven a sus padres degollar animales to los dias https://t.co/AKojdh8TEt,1
"¡JODER, QUE TE CALLES PERRA!",1
esta muy generalizada la idea de “puta” por enseñar el cuerpo en redes sociales cuando puta es ofrecer sexo a cambio de dinero y enseñar el cuerpo porque se me da la gana se llama MUJER LIBRE Y SEGURA DE SI MISMA https://t.co/iywvOXw75I,1
"ush esa perra si que me cae re mal, se cree la verga y not mk, no eres nadie, cállate que a nadie le importa tu vida boba hp",1
@leonelabeleenn ah callate puta,1
Tu chica es un poco guarra 😊 — Quién se supone que es mi chica https://t.co/bmgezed3wY,1
@medicengaribay Cállate zorra que él alcohólico aquí eres tú.,1
yo - me picó un animal wey. mi hermana - te lo mereces por zorra.,1
"@Alba_fcb14 Qué haces puta, cállate ya",1
"5 moros comprando reguladores de bombonas de butano, cinta, cuchillo y un hacha y a nadie de la tienda le saltó la alarma? Putos buenismos... #HechosReales",1
@MaviMartinezok Callate la boca perra desgraciada,1
-¿Que le falta a una Mujer para ser perfecta? -todo,1
"“Nos vamos a convertir como Venezuela” decían, ahora hasta en los semáforos se habla chamo...Quiero ver al señor Duque y a los ministerios y cancillería que van hacer con tanto inmigrante chamozolano",1
me hartan ya las pinches viejas estas que l tiran mierda a Irina la puta madre callate malparida que pierdes tu puto tiempo,1
"Cuando veais a los pobres muslims, acordaron que ademas de sangraros gracias a las ayudas y subvenciones que nuestros mayores no reciben, se llevan el dinero a traves de mezquitas y locutorios... https://t.co/zX6FtMmLbc",1
@fidgetspintana callate perra tonta,1
@Slutty_Bowser No es porque piense que se irán. Sino porque mereces un castigo por ser tan puta,1
@santotv4 cuando me hicieron la casa vinieron trabajadores indocumentados de Argentina que no estaban registrados.  Mi casa fue la que expusieron en el Prado hasta el día de hoy tiene entrada de agua por todos lados y problemas enormes sin solución,1
GorDA CALLATE DE UNA VEZ QUE NO ESTÁS VIENDO QUE ALIMENTAS TU DEPRESIÓN? PUTA MADRE MORITE,1
"@MissManias_ @_Soletita Pero si sois las dos rubias, qué os voy a enseñar? Jajaja. Hijas de puta.",1
@Night_D_S Callate la boca pendeja de 14 años con delirios de madurez y la puta que te pario,1
@laurandzukic @Castol0 Tu eres la novia de la otra zorra https://t.co/oMU8Wr955f,1
@juliesart0rio JAJAJAJAJAJA cállate puta,1
"Llegó el loquito más picante del condado, muy enojado, ta re apiolado. El que se coje a todo el patio de parado, y saca el choto todo cagado, acá en el barrio no queremos refugiados, sub 21 soy tu soldado",1
"""Los españoles pagamos por la Sanidad, los """"sin papeles"""" no. Esta es la política de promoción de apátridas de Sánchez. Desde luego en España hay ya varias naciones, la española, la mauritana y la tribal subsahariana. Esto no es racismo, es la realidad. La integración es un mito.""",1
"Si son moromierdas o musulmonos, no pasa nada. Es una vergüenza. https://t.co/pT0IxUn6S9",1
"@NataliPalmier ups cállate maldita perra, manchas mi reputación",1
@EliBazzini @candelaberango CÁLLATE QUE NO VAS A SER ASÍ LA RE PUTA QUE TE PARIO TAS RE FLACA LOCA QUIERO TU CUERPO,1
Muérete zorra que yo no puedo ver Monstruos S.A. — Cállate gilipollas https://t.co/bZA1mGUble,1
@SantiagoPovedaM Cállate Perra! 😙,1
Telediario de las 15 h: - alemanes siembran el pánico en metro de Valencia. - rumanas carteristas en metro de Barcelona. - árabes agreden a turistas en Barcelona. Racismo? NO,1
PUUUUUUUUTAAAAAAAAAAAA (SI TU ERES MI PUTA) PUUUUUUUUUUUTAAAAAAAAAAAA (PUTA DEL GOBIERNO),1
"@DebRyanShow Imbecil, sigue de zorra en zorra no mas amigo porque ya la cagaste y no hay vuelta atrás",1
Alarma Total 50.000 subsaharianos esperan en Marruecos para venir a España https://t.co/omscLnS3ix vía @ElDiestro_  VAMOS @sanchezcastejon   ÉCHALE GÜEVOS...............,1
Muy vien todos los negros extinguidos a tomar x culo asin no vienen a nuestro pais los putos negratas — amsSs... https://t.co/SJDxqmrApl,1
"ARABIA SAUDITA, EMIRATOS ARABES, KUWAIT Y DEMÁS ADINERADOS CON LOS MASONES JUDAS Y DEMÁS DEL MUNDO HEREJE, CAVANDO SU PROPIA TUMBA SUBSIDIANDO HEREJES ANTICRISTIANOS, LA ORDENDEBE SER: CONVIERTASE A CRISTO, PACIFIQUESE Y ESPERE EN SU PAIS LA AYUDAS,... https://t.co/eZ9xvP812c",1
#EsMuyDeProVida rezar frente al congreso. No nos olvidemos que marchar es de negro indocumentado,1
"Dios los cría y ellos se juntan,los sin papeles con los sin papeles https://t.co/502fqNeUBo",1
"Q va tener otra q lo hacen mejor, te traigo la perra de la vecina garcha pero callate lpm",1
... de que sirve perseguir la propaganda islamista radical para luego introducir el islam en las escuelas?? O lo de Castellon pretende ser un ensayo de la creación de Islam-jugend en occidente??,1
Ojalá que te vuelva toda la mierda que tiras negra conchuda y la re puta madre que te re parió. Te mereces que re rompan la cabeza,1
@AgusBenve10 Callate puta loca si sos un quebrado,1
VOY A PUBLICAR TU FOTO EN LA PRENSA PA QUE LA GENTE LO SEPA QUE TU ERES TREMENDA PERRA HIJUEPUTAAAAAAAA.,1
@MichuHeredia Y dsps aprobas mejor cállate perra,1
Estos son los que nos están invadiendo y nosotros acogiendo como refugiados y regalandoles todos nuestros servicios sociales https://t.co/iRPOROgtwW,1
"Wey, soñé que era güera again. ¡Qué perro asco!",1
@TiaFeminazi Movimiento SEMEN! A fregar todas! http://t.co/u9WvI5Fr18,1
"No se puede jugar con sudacas niño, tienen el wifi enchufado a la bombilla",1
Me choca el niño güero hippie new age poliamoroso de la academia.,1
De mis punterías. Tu eres la puta mayor,1
@Albert_Rivera El gorrilla (aparcachoches) que es de toda la vida los multan y ahora viene un gorrilla subsahariano y no pasa nada,1
SALES EN FOTO ENSEÑANDO PERO NO ME PASAS NUDE. SO PUTA. FEMINISTA DE MIERDA. TE REPORTO. Os juro que me lo creo 100%,1
@sexyany99 Te daria $1000 x puta eso te mereces amor a mí me encantan las putas,1
"@bbcmundo Lamentablemente ahora a todo le quieren llamar acoso, eso provocará radicalismo y falta de atención a casos reales que requerirán intervención penal, no caigamos en el juego de feminazis",1
"Pues francamente sería raro.  Como veros a vosotros en la mierda de los Goya denunciando a Maduro, las violaciones cometidas por manadas magrebíes, o el trato de favor a fuertes subsaharianos frente a nuestros débiles y cansados abuelos.  #FelizDomingo https://t.co/1tPqs65eXZ",1
@amparolasheras @gabrielrufian Amparo un porro Amparo po zi😂😂😂era bastante mejor persona q tú pq tú eres una perra sarnosa ponte el chip por si te escapas https://t.co/aoxLoYaW95,1
@ReSidentG1RL @BlendFreshon Cállate perra,1
@Adritanke Que te calles sucia perra.,1
Plana de mierda aprende a corregir pruebas la concha de tu madre no merecía desaprobar pedazo de hija de puta,1
"@Alejanputa así es la escuela no vale madres, pretende enseñarle a las niñas que ser puta no es moral :/",1
Currently reading https://t.co/aBtfL4OvM1 CUANDO VAYAN PERDIENDO EL MIEDO SE IRAN HACIENDO DUEÑOS DE LAS CALLES EN FORMA VIOLENTA,1
"@LVidegaray #Urgente parar inmigracion legal o ilegal a Mexico donde Criminales y Terroristas de otros paises , toman al Pais como Refugio de su criminalidad #RevolucionIndestructible",1
